Date,Open,High,Low,Close,Adj Close,Volume
2023-04-03,102.38999938964844,104.52999877929688,101.93000030517578,104.36000061035156,104.36000061035156,25035400
2023-04-04,104.33000183105469,105.58000183105469,104.04000091552734,104.72000122070312,104.72000122070312,24420100
2023-04-05,105.77999877929688,106.0999984741211,103.66000366210938,104.47000122070312,104.47000122070312,28290500
2023-04-06,105.26000213623047,109.16999816894531,104.33000183105469,108.41999816894531,108.41999816894531,48711500
2023-04-10,106.9800033569336,107.58999633789062,105.12000274658203,106.44000244140625,106.44000244140625,27067400
2023-04-11,106.55000305175781,106.7300033569336,104.68000030517578,105.3499984741211,105.3499984741211,26311800
2023-04-12,106.58000183105469,106.75,104.33999633789062,104.63999938964844,104.63999938964844,24370300
2023-04-13,105.83999633789062,107.48999786376953,105.83999633789062,107.43000030517578,107.43000030517578,24843600
2023-04-14,106.88999938964844,108.94000244140625,106.83999633789062,108.87000274658203,108.87000274658203,26578000
2023-04-17,104.66000366210938,106.16000366210938,104.5199966430664,105.97000122070312,105.97000122070312,37571200
2023-04-18,106.48999786376953,106.54000091552734,104.06999969482422,104.5,104.5,26596400
2023-04-19,103.58000183105469,104.9800033569336,103.06999969482422,104.18000030517578,104.18000030517578,20905700
2023-04-20,103.91000366210938,106.25,103.87000274658203,105.29000091552734,105.29000091552734,27820800
2023-04-21,105.47000122070312,106.0,104.77999877929688,105.41000366210938,105.41000366210938,25800100
2023-04-24,105.48999786376953,106.62999725341797,104.69999694824219,105.97000122070312,105.97000122070312,23542800
2023-04-25,105.83000183105469,106.69000244140625,103.83999633789062,103.8499984741211,103.8499984741211,46664100
2023-04-26,104.91999816894531,106.3499984741211,102.62999725341797,103.70999908447266,103.70999908447266,53347600
2023-04-27,104.44999694824219,108.37000274658203,103.54000091552734,107.58999633789062,107.58999633789062,50089200
2023-04-28,107.04000091552734,107.3499984741211,105.08999633789062,107.33999633789062,107.33999633789062,36139800
2023-05-01,106.83999633789062,107.98999786376953,106.81999969482422,107.19999694824219,107.19999694824219,26681700
2023-05-02,107.13999938964844,107.19999694824219,103.70999908447266,105.31999969482422,105.31999969482422,30997200
2023-05-03,105.52999877929688,107.48999786376953,104.95999908447266,105.41000366210938,105.41000366210938,21795400
2023-05-04,105.48999786376953,105.5999984741211,103.97000122070312,104.69000244140625,104.69000244140625,23419500
2023-05-05,104.81999969482422,105.87999725341797,104.11000061035156,105.56999969482422,105.56999969482422,26625100
2023-05-08,105.18000030517578,107.95999908447266,105.16000366210938,107.7699966430664,107.7699966430664,26511400
